class,tweet,clean_txt
1,@_illionaire he been taking them hoe lol,illionair take hoe lol
0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,jeffhank  raycewarden bigjohnstudd shut nigger
1,@_justlexis lol whatever. We're fags.,justlexi lol whatev fag
1,@_lexisperez he ate my pussy i could..,lexisperez ate pussi could
1,@_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love,littlepuffin saw bad bitch mf switzerland feel love
1,@_littlepuffin hoe *,littlepuffin hoe 
1,@_lostb0y I meant bitch I am scum, meant bitch scum
1,"@_lostb0y do you, bitch boy?", bitch boy
1,@_lostb0y no bitch w my dick, bitch w dick
1,@_lynnogawa @ that bitch,lynnogawa  bitch
1,@_michellecole_ nice hoodie faggot,michellecol nice hoodi faggot
0,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches, make pit stop canada rape bitch
1,@_noWashington he liked that hoe,nowashington like hoe
1,@_noWashington what that hoe was like,nowashington hoe like
1,@_puderbaugh don't be a bitch. Get two.,puderbaugh dont bitch get two
1,"@_queenveronica haha yolo, did ya hit that hoe?",queenveronica haha yolo ya hit hoe
1,@_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude,reathi man bring yo bitch ass ion give dam bout yo mf attitud
1,@_reathie u better sit yo ass in that bitch til 330,reathi u better sit yo ass bitch til 
2,@_shegotthis yellow rice black beans and pork chop sis,shegotthi yellow rice black bean pork chop sis
2,@_spenceyy @5SOS not scanger,spenceyi  scanger
1,"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey", softestmuffin torahblaz spread filth ur white dog amp good ol boy ltao fuckin monkey
1,@_tee13 @SoftestMuffin @TorahBlaze u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like, softestmuffin torahblaz u  lost puppi dont know shit leav nigger alon u learn someth besid like
1,@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit, torahblaz tommygun softestmuffin let one dingi real nigger dog catch miss torah dont want thot shit
1,@_theDarius bitch get that job first.,thedarius bitch get job first
1,@_theDarius bitch just be looking for my shit.,thedarius bitch look shit
1,@_theDarius bitch.,thedarius bitch
1,@_theDarius boy I was clean in them bitches.,thedarius boy clean bitch
1,@_thecrave only if it's funny tweets about ashy niggers,thecrav funni tweet ashi nigger
1,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;,tiffanycart bitch im mad slap 
1,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here,tiffnasti bitch great valuabl pussi alway make use protect mani nasti dick nigga
1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place,tiffnasti nigga didnt desrv bitch first place
1,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents",tiffnasti yes love make em masturb voic bitch love southern accent
1,"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied", life aint shit bitch money pass weed like studi
1,@_tonydennis it's trash ik just wanted to fuck with Dorsey,tonydenni trash ik want fuck dorsey
1,@_travvv's pussy. http://t.co/aXm9PCw95T,
1,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;,turtlegang let fuck hawt bitch foam 
0,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",westwestyal phampel woohoo new black kill cracker babi panther rescu racist trash thug ferguson fergusonriot
0,"@_womanoverboard ""nigger""",womanoverboard nigger
1,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch",wordtothewis hurt imnot wtf fuck daniell bitch
1,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol,xpriceless casiodatguy bitch get punch tf lol
1,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up,xpriceless casiodatguy bitch u got fuckk
1,@_xpriceless_ bitch take dat shit down imediatly,xpriceless bitch take dat shit imediat
1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out,xpriceless bitch u forcin talkin famili shit watch
1,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,xpriceless bitch u got fuckk go suck lil action whamm like u alway thursday friday didnt think ik u
1,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,xpriceless correct bitch yo illiter ass wanna eat pussi got center street boy dat u suck nun major
1,@_xpriceless_ naw fuck u bitch and go suck up cartier,xpriceless naw fuck u bitch go suck cartier
1,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying,xpriceless ok bitch damn im even tierd phone die
1,@_xxsarafina haha that hoe go hard rt,xxsarafina haha hoe go hard rt
1,@aBartick the bitch in the purple shorts and Aqua beats,abartick bitch purpl short aqua beat
1,@a_murda_ happy birthday bad bitch,amurda happi birthday bad bitch
1,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,aaliyahhhm knowww righttt dont even know use shit updat status hoe
1,"@aaryneliza im 60 n I hate elissa, a fake ass cunt",aaryneliza im  n hate elissa fake ass cunt
0,@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,aasthaxoxo oh shut mouth talkin morn fag
1,@aaymee29 no that's fucking retarded are you drinking tonight or not?, that fuck retard drink tonight
1,@abbey_kuck I just whooped your ass why you turnin pussy,abbeykuck whoop ass turnin pussi
1,@abbywiseman1 haha you were that bitch on our team &#128521;, haha bitch team 
1,@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,abdashcol  natalieschroy fuck raptor fun tranni fail  mile
2,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),
1,@actionLLJackson unless bitch is a word for awesome they are wrong,actionlljackson unless bitch word awesom wrong
1,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch,adamjferraro im actual boy right dorki ass mom amp dad watch streit make bitch
2,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,adnanespn houston top five ahl attend aero transplant snow bird would love team
1,@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8,
1,@aerinblazin right &#128514;&#128557; okay bitch,aerinblazin right  okay bitch
1,@afuehring is little bitch an emotion? Cuz I'm feeling it..,afuehr littl bitch emot cuz im feel
1,@ahimla2 - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!,  want either suck pig ars muzzi biotch get phuck go back hellhol life
1,"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;", like bitch better chill oh hey 
1,@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao, shit wish social accept beat bitch ass lmao
1,"@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!
Nothing going on, nothing to do, nothing to bitch about, few laws",  tedcruz sarahpalinusa twshannon alaskanoth go noth noth bitch law
2,@aj2amazing Obispo ho. We'll do it big, obispo ho well big
1,@aj2amazing you already know mane since 6th grade I've been killin hoes, alreadi know mane sinc  grade ive killin hoe
1,@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica,ajam never happen much republican redneck oil money sad butt true corruptamerica
1,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.", jamesokeefeiii jdhayworth nope term use mock teabagg scum like three better luck next time pal
2,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,akarekt ladyvodkax go air bad air where next browni
1,@akaYankeee bitch probably deserved it lol,akayankee bitch probabl deserv lol
1,@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch,p like jr high bitch
1,@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego,alammus small man syndrom usual deep theyr huge pussi join author compens weak ego
1,@alanaaaaaa_ pussy,alanaaaaaa pussi
1,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;,alanaaaaaa laugh  that hoe 
2,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,alberdough check cash corner el cajon calwood across steer pollo loco
0,"@aldofelix naw dude I wish, they're white trash",aldofelix naw dude wish theyr white trash
1,@alesiahenderson wat a faggot,alesiahenderson wat faggot
1,@alexbenovich more than you run pussy,alexbenovich run pussi
1,"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!",alexiscarfield thought sheebasheeba got ass lookin like zebra
1,@alexiscarfield ya damn right nigglet! :D,
0,@alexissert leave dyke,alexissert leav dyke
1,@alexissixela__ stfu youre a pussy sit your ass down with all that noise,alexissixela stfu your pussi sit ass nois
1,@alexisxisabel death to attention hoes,alexisxisabel death attent hoe
2,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!", claddo takutaneka  ill give tip bewar ugli bird hide behind massiv lens sunni
1,@alexrice_ wow your like 3 years late bitch,alexric wow like  year late bitch
1,@alexrojas_10 pussy, pussi
1,@alexrojas_10 yo fag Rojas, yo fag roja
1,@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does,  sit talk u would gonna that someth bitch
1,@alexxx_carr18 bitch what?, bitch
1,@aliciaNOTalisha idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,alicianotalisha idk  went school like week ago bitch gave paper shit tell class paid
1,@alisha_serv thats wassup how u got bitches sending you booty pics tho lol,alishaserv that wassup u got bitch send booti pic tho lol
1,@alizahwi Make yo bitch open her legs.,alizahwi make yo bitch open leg
1,@alliemathews tweet but don't text back ok fag,alliemathew tweet dont text back ok fag
2,@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,allsportsbruh qbs season trash brought veteran could someon play
1,@allsportsbruh literally retarded. You were dropped on your head.,allsportsbruh liter retard drop head
0,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,allsportsbruh say wast draft pick manziel mallet that im tell delet account your retard
1,@allyssasss I was a fag back then,allyssasss fag back
2,"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",almuirsi probabl yeah account person handl though wear yellow suit put point
1,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",alneezi hung dude wasnt fuckin bitch mauimescudi
1,@alwayznpolo fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. @tarah_dactyl_,alwayznpolo fuck cop fuck tarah bitch elong nose shape like hors dick tarahdactyl
1,@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol, cri still cant even talk even though im suppos shadi bitch wont confront lol
0,@alyssawiens faggot,alyssawien faggot
0,@amandabynes i can give you some of my clothes so you can look like a cute dyke,amandabyn give cloth look like cute dyke
0,@amarierubio chink eyed !,amarierubio chink eye 
1,"@ambitiousBree trueee, but I can't wait til the day a bitch try me!!!!",ambitiousbre trueee cant wait til day bitch tri
1,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!", sound like prenup hes gonna cash appar ghetto credit magin
1,@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch, joeylattim christian keep laugh fuck u instead pussi bitch
1,"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman...",amyklobuchar   amp tri beat much weaker creepi ass cracker dead zimmerman woman
1,@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh,anandpradhan kavitakrishnan funni read retard liber tweet anand u didnt delet salwar tweet anyway say hi digvijaysingh
2,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,andersondrlja im sick self serv politician stand bo trash america wearerepublicnotregim impeachobama
1,"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",andreajmarkley  yes sorri grant im bitch im go ignor like libtard ignor major voic
1,@andrewzoudo @BlVckbricks I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas,andrewzoudo blvckbrick im still gonna smack fuck tri act hard twitter haha pussi ass nigga
1,@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,anepicnam reason wouldnt give ahv fuck catalog bitch arcad game fire
1,@angelo_GL @Tommy_Russell_ yall aint gon get a stitch of pussy....,angelogl tommyrussel yall aint gon get stitch pussi
1,@angelo_GL oh yea a-lo aka mr bitches lmao,angelogl oh yea alo aka mr bitch lmao
1,@angelo_papale lol now all ya need is sum beacg bod abs pussy boy,angelopapal lol ya need sum beacg bod ab pussi boy
1,@anggxo get off my twitter fag,anggxo get twitter fag
1,@anniec0429 ugly white bitch, ugli white bitch
2,"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",antiamnesti appsam whitehous agre  natur citizenship anchor babi amnesti go parent countri origin
1,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle, gotta keep fight bro thea hoe tri bring thestrugl
0,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",aravosi may jump u ballless dickwad conserv feminist disabl vet bitch wish u luck capit f dloesch
1,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip,areuseriousrn harmonlauren okay ill get bitch dick anyway thank tip
1,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",argylegray jtrevorhowerton hollyrfish dont give fli fuck think tweet worthless teabagg scum
2,@ariennajanee its mutual my lil yellow bone&#127827;,ariennajane mutual lil yellow 
2,@ariennajanee thats why youz a yellow bone &#128155;&#128155;,ariennajane that youz yellow bone 
1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,arionne cuz know play witchu aint call yo mama bitch say yo brother ugli af
1,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;,arionne smh iont understand fuck hoe 
1,@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,artiequitt fuck em cant take joke liber pussi think joke sarah palin amp daughter funni
1,@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.,aschop absolut agre statement amus angri make teabagg scumbag alon worth
1,@asdfgheatherr no not tonight you're gonna hoe tomorrow,asdfgheatherr tonight your gonna hoe tomorrow
1,@asheZ29 @mskyleighmarie bitches &#128530;, mskyleighmari bitch 
0,@ashhruggiero happy birthday queer,ashhruggiero happi birthday queer
2,@ashley_smith20 colored contacts, color contact
1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,ashleyasatu lmaoooo im call hoe im mad shutcho uglass
1,@ashleyrike sick bitch!!,ashleyrik sick bitch
2,@ashleyypat17 if im trash ur trash since we baes now, im trash ur trash sinc bae
1,@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,asiahh alright bitch hope someon delet life suck  dick get hit  buse
2,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,asiahh nah repli like liter everyon els call trash go check dont believ
0,@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,assholek oh draft gay ass come tv well u welcom redskin nation queer lot nigger
0,@asshole_king pats owner is a kike.,assholek pat owner kike
0,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,assholek pill nig last  year like magic j nig hav die year ago yall first team draft gay
1,@assholee813 such a hoe, hoe
1,@atheistfront @CutRealty @A_M_Perez @ATHE1STP0WER yea spell check is a bitch... lets stay on topic,atheistfront cutrealti amperez  yea spell check bitch let stay topic
1,@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um., carminezozzora lol hasnt work well black folk past better bring cracker um
0,@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,atspac   nigga hoe suck wayan brother funni jami foxx number 
2,@aurabogado el negro?,aurabogado el negro
1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,austinfarrar yeah way block fag scare go hit girl tough make tough enough know id beat
0,@austin_farrar your a fucking queer faggot bitch,austinfarrar fuck queer faggot bitch
1,@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf I just said and its not Christopher it's Chris mf,austinrea sbsylvest  kiefferjason bitch that wtf said christoph chris mf
2,@awfulbot are you a pig or are you a bird,awfulbot pig bird
1,@b0ss561 just beat the pussy up, beat pussi
1,@b0ssladyRe go to sleep bitch, go sleep bitch
1,@b0ssladyRe lmao you wish bitch, lmao wish bitch
2,@b0ssladyre just ate a wees brownie and is seeing random cats, ate wee browni see random cat
1,@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch, lmao know kitti master  dont hate bitch
2,@b1gsean21 lets just say hellen keller makes better brownies, let say hellen keller make better browni
1,@b_scheich &#128072;&#128166; salute a bad bitch,bscheich  salut bad bitch
1,@b_shiznitt @italian_montana wtf you bitches seen this without me,bshiznitt italianmontana wtf bitch seen without
1,@b_shiznitt cum thru bitch,bshiznitt cum thru bitch
1,@b_shiznitt fuck off bitch,bshiznitt fuck bitch
1,@b_shiznitt fuck you bitch,bshiznitt fuck bitch
1,@b_shiznitt wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag,bshiznitt want let everyon know download whole acoust justin bieber album fag
1,@b_shiznitt what's good pussy,bshiznitt what good pussi
1,@b_shiznitt you lying bitch,bshiznitt lie bitch
1,@baaaabyshaaaay_ My niggah!!,baaaabyshaaaay niggah
1,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!,baaaabyshaaaay ununnnn plan text niggah
1,@baaaabyshaaaay_ Yassss bitch!!,baaaabyshaaaay yassss bitch
1,@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol,baaaabyshaaaay spit sprite niggah yo smart ass mouth deserv amp well stfu lol
1,"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",babynacca  boy need pussi 
1,@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard,babyspittl kimmyincali martinishark senatorreid still blame bush fuck retard
0,"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",
1,@badluckbella_ that's lil nig &#128526;,badluckbella that lil nig 
1,@badnewsbridget @MorbidMermaid @EvanBecker513 you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag,badnewsbridget morbidmermaid  your lie sack shit know love lesbian jk jkbridgeturstraight fag
1,@badnewsbridget lol fag,badnewsbridget lol fag
0,"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""", ur pal stlabubadu  apost kufargti cld cut ur neck wsword islam ampwatch u squeal like bitch like daniel pearl
2,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe, your sole reason come chipotl incas didnt know keep good work babe
2,@ballzahoy cowboy killers.&#128525;,ballzahoy cowboy 
2,@basedgvbe trash,basedgvb trash
1,@baskgod nah it's just Clowney being a bitch nigga,baskgod nah clowney bitch nigga
1,"@bayjackson3 lol it's a crew, not actual hoes", lol crew actual hoe
1,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,bbhair get famous im buyin yo art bitch dat shit da crib
1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,bbluedreamm  hunglikerobbi kenna stfu quit bein bitch tellin robbi stop god
1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ don't be a bitch then?,bbluedreamm  hunglikerobbi dont bitch
1,@bbluedreamm @kelliestebbins how original you faggots&#128530;&#128557;,bbluedreamm kelliestebbin origin 
1,@bbluedreamm bitch don't reply&#128524;,bbluedreamm bitch dont 
1,@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,beautifulbeee yes everi guy bitch todaylolsmh
1,@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;, gonna find redneck girl one day 
1,@beenlame @FuckTraVonn faggot,beenlam fucktravonn faggot
2,"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",beepbeepamanda today talk like pirat day absolut nobodi knew id charli morton imperson day
0,@beesands10 But that's what you call white trash with money!!!!!, that call white trash money
0,@bellaangeletti no ud still be a fag if I was lolz,bellaangeletti ud still fag lolz
0,@bellaangeletti ur a fag,bellaangeletti ur fag
1,@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @TimTebow - they just HATE it when gays r successful.,benshapiro teabagg babel fuck masturb timtebow  hate gay r success
1,"@bernadettvajda they always put gingers in red, yellow, or leopard print.",bernadettvajda alway put ginger red yellow leopard print
1,"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing.",bestassbestfac omg ur final lose ur patienc caus ur hoe love  cant stop laugh
2,@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),
1,@betysweetcocker that's white woman pussy,betysweetcock that white woman pussi
1,@bigDickdoane positive thoughts nig nog &#128522;,bigdickdoan posit thought nig nog 
1,@big_business_ lmao dog just type them out and let them faggots try to decipher it.,bigbusi lmao dog type let faggot tri deciph
2,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.", oh state enjoy trailer trash sub par sport
1,@biggerboat99 please be a little depressed bitch the entire time, pleas littl depress bitch entir time
1,@bigksmoove them hoes look good,bigksmoov hoe look good
1,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe,bigshaadswerv alejandrobihhh havent seen hoe
1,@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,bigshaadswerv yea tj hoe dunk everyth tk hit shot juelz handl bitch
1,@bijoudulcet geminis rule hoe. &#128524;,bijoudulcet gemini rule hoe 
1,@bill_gaines @MorningJoe ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.,billgain morningjo atf charg prosecut case teabagg republican wont confirm director lead agenc
2,@billyeichner Since @TomCruise will be a hoser... hi.,billyeichn sinc tomcruis hoser hi
2,@billyrunaway Hope she's larger than a bird.,billyrunaway hope shes larger bird
1,@binniemouse bitch don't kill my vibe,binniemous bitch dont kill vibe
1,@bitchdicknigga yeah cum itch my slit baby cakes,bitchdicknigga yeah cum itch slit babi cake
0,@bitchdicknigga you're a fucking nigger,bitchdicknigga your fuck nigger
1,@bitchkrieg HBIC....... Head bitch in charge. Lol,bitchkrieg hbic head bitch charg lol
0,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,bitchkrieg like new avi twitter retard show cub hat stalk profil show new one
1,@bitchsides you're a bitch Ihy,bitchsid your bitch ihi
2,@bitty_boop @Oreo cookies sound wonderful.,bittyboop oreo cooki sound wonder
1,"@bjohnson613 This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.", follow love bill may bitch ill never quit
2,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,blackrepublican long name chang al memorabilia wredskin name deem racist therbi illeg
2,@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,blackymil lol get yellow bleach stain use bake soda hydrogen peroxid past stain throw washer
1,@blakeshelton I'm coming for you bitch boy!!! http://t.co/yASXoqnLEA,tcoyasxoqnlea
1,@blastmccurdy in your dreams little leprechaun hemroid,blastmccurdi dream littl leprechaun hemroid
2,@blowme you mean trash.,blowm mean trash
1,@bm00re43 bitches naked**, bitch nake
0,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,bnp overrun mongrel zog jew run countri want white man perish
2,@bocgeogaddi @anepicname lmaooooo epic bird wins.,bocgeogaddi anepicnam lmaooooo epic bird win
1,"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",  fli portug amp open whoopass sinc start zoom still run bitch
1,@bongwynnn wow what a faggot,bongwynnn wow faggot
1,@bonnoxxx &#128514; nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,bonnoxxx  nah bitch u addict spazzin fasho fuc molli tht shit happend  time lean scarc stfu hoe ass go spazz sum thot
1,@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,bonnoxxx  sinc day  u rememb tha bitch alabama lmfaoo big
1,@bonnoxxx &#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,bonnoxxx  u kno im talkin bout bitch lmfao
0,@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,bonnoxxx haha bitch ima draw webb bullet round yo fuggin forehead beamthat bitch know resid
0,@bonnoxxx nah she said you a fag,bonnoxxx nah said fag
1,@bonnoxxx u smokin that 87 bitch,bonnoxxx u smokin  bitch
1,@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,bonnoxxx yea cuh bitch fuc donald sterl  cuhz pimpin tho
1,@bossliyah_ DM me your number hoe,bossliyah dm number hoe
1,"@bosxe it worked, bitch!!!",bosx work bitch
2,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,
1,@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there,boxingscen danni deep deep water  mani badass son bitch
1,@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,boxingscen nobodi ever gonna take ass clown serious lil bitch
1,@bradley_eckman don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,bradleyeckman dont say shit like lil nig  ill give  stamp
2,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones", board still tie dye one monkey edit black silver  newest one
1,@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL,brandoneven aint bitch im talkin bout  aint jungl fever lol
1,@brandynasty bitch nigga dont get all but hurt,brandynasti bitch nigga dont get hurt
1,@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib, aye aye snow niqqa ampamp bitch slide crib
1,@brendacoyt_3 : I got them bitches snowboarding to me &#127938;&#127935;&#10052;&#65039;&#9924;&#65039;, got bitch snowboard 
1,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;, ahah chill bitch look better 
1,@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,brishackelford bellaangeletti sorri dyslexia bitch
2,@brianabrazilian oh... my phone is some trash! but you knew that!,brianabrazilian oh phone trash knew
1,@brianholmes2700 I &#128154; you bitch,  bitch
1,@brianholmes2700 god doesn't send retards to hell, god doesnt send retard hell
1,@brianholmes2700 pussy, pussi
1,@brianholmes2700 you a drunk bitch, drunk bitch
2,@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber,brianstelt took uber yesterday advertis  lt ny taxi actual yellow taxi price uber
1,@briere_alex bout time bitch,brierealex bout time bitch
